gpf_type,round,names
treatment,4.0,Affected by disease? Total (9)
treatment,4.0,Vaccinated? (2)
treatment,4.0,Vaccinated? (4)
treatment,4.0,Vaccinated? (5)
treatment,4.0,Vaccinated? (6)
treatment,4.0,Vaccinated? (7)
treatment,4.0,Vaccinated? (8)
treatment,4.0,Vaccinated? Total (9)
treatment,4.0,Dewormed? (2)
treatment,4.0,Dewormed? (4)
treatment,4.0,Dewormed? (5)
treatment,4.0,Dewormed? (6)
treatment,4.0,Dewormed? (7)
treatment,4.0,Dewormed? (8)
treatment,4.0,Dewormed? (9)
treatment,4.0,Provided AI (2)
treatment,4.0,Provided AI (4)
treatment,4.0,Provided AI  (5)
treatment,4.0,Provided AI  (9)
treatment,4.0,Provided NI (2)
treatment,4.0,Provided NI (4)
treatment,4.0,Provided NI (5)
treatment,4.0,Provided NI (9)
treatment,4.0,Total Expenditure
treatment,4.0,Cow Buy (Yes/No)
treatment,4.0,Cow Buy If yes how many
treatment,4.0,Cow Buy  Type of Cow
treatment,4.0,Cow Buy Breed of Cow
treatment,4.0,Cow Buy Calf Sex
treatment,4.0,Cow Buy Price of Cow
treatment,4.0,Cow Buy Selling Month
treatment,4.0,Calf Buy (Yes/No)
treatment,4.0,Calf Buy If Yes How Many
treatment,4.0,Calf Buy Type of Cow
treatment,4.0,Calf Buy Breed of Cow
treatment,4.0,Calf Buy Calf Sex
treatment,4.0,Calf Buy Price of Cow
treatment,4.0,Calf Buy Selling Month
treatment,4.0,Cow Sell (Yes/No)
treatment,4.0,Cow Sell If yes How Many
treatment,4.0,Cow Sell Type of Cow
treatment,4.0,Cow Sell Breed of Cow
treatment,4.0,Cow Sell Calf Sex
treatment,4.0,Cow Sell Price of Cow
treatment,4.0,Cow Sell Selling Month
treatment,4.0,Calf Sell (yes/No)
treatment,4.0,Calf Sell If Yes How Many
treatment,4.0,Calf Sell Type of Cow
treatment,4.0,Calf Sell Breed of Cow
treatment,4.0,Calf Sell Calf Sex
treatment,4.0,Calf Sell Price of Cow
treatment,4.0,Calf Sell Selling Month
treatment,4.0,If You sell Cow Why Sold?
treatment,4.0,Did you Have any Calf Born in the Last 6 Months?
treatment,4.0,How Many Calf Born?
treatment,4.0,How Long was the dry period
treatment,4.0,"Cow Died (Yes=1,No=2)"
treatment,4.0,Cow Died  If Yes How many
treatment,4.0,Cow Died Type of Cow
treatment,4.0,Cow Died Breed of Cow
treatment,4.0,Cow Died Calf Sex
treatment,4.0,Causes of Death COW
treatment,4.0,"Calf Died (Yes =1, No =2)"
treatment,4.0,Calf Died If Yes How Many
treatment,4.0,Calf Died Type of Cow
treatment,4.0,Calf Died Breed of Cow
treatment,4.0,Calf Died Calf Sex
treatment,4.0,Causes of Death Calf
treatment,4.0,What did you do with dead Cattle?
treatment,4.0,Where did yu get the money to finance your dairy activities
treatment,4.0,If receive any loans during how mutch
treatment,4.0,Loan Source
treatment,4.0,If not have you any plans to receive a loan?
treatment,4.0,If you have plans to get a loan where will you get if from?
treatment,4.0,What is the name of the doctor who provides cattle treatment to
treatment,4.0,What type of the vet doctor is?
treatment,4.0,What services do you receive from him/her?
treatment,4.0,How many times has the vet Doctor visited your farm is thelast 3
treatment,4.0,Knowledge Level Very Good=5
treatment,4.0,Knowledge Level Good =4
treatment,4.0,Knowledge Level Moderate =3
treatment,4.0,Knowledge Level Poor = 2
treatment,4.0,Knowledge Level Un-satisfactory =1
treatment,4.0,Skill Level Very Good =5
treatment,4.0,Skill Level Good =4
treatment,4.0,Skill Level Moderate =3
treatment,4.0,Skill Level Poor = 2
treatment,4.0,Skill Level Un-Satisfactory =1
treatment,4.0,Responsivness of that vet Doctor when called
treatment,4.0,Range of Fee received
treatment,4.0,Does the vet Doctor Provides prescription?
treatment,4.0,Where do you sell milk in general
treatment,4.0,"2 If not selling milk to DFT, Why do you not sell milk to DFT ?"
treatment,4.0,Where do you sell milk most often
treatment,4.0,Why do you chose to sell milk here
treatment,4.0,Mainly who is responsible for selling the milk
treatment,4.0,Mainly who recieves payment from milk sales
treatment,4.0,Are you satisfied with the overall services of DFT
treatment,4.0,Describe
treatment,4.0,Are you satiesfied with the methods of measurement of milk
treatment,4.0,Explain
treatment,4.0,Do you think the milk transactions are fair?
treatment,4.0,Explains
treatment,4.0,Where do you purchase your inputs?
treatment,4.0,Have you recently changed where you purchase your inputs
treatment,4.0,Where did you previously purchase your inputs?
treatment,4.0,How Often have you gone to the KU inpur shop during last 3 Month
treatment,4.0,Service of the Vet Doctor Highly Satiesfied =4
treatment,4.0,Service of the Vet Doctor Satiesfied =3
treatment,4.0,Service of the Vet Doctor Moderately Satiesfied =2
treatment,4.0,Service of the Vet Doctor Not Satiesfied =1
treatment,4.0,DFT point manager of milk collector Highly Satiesfied =4
treatment,4.0,DFT point manager of milk collector Satiesfied =3
treatment,4.0,DFT point manager of milk collector Moderately Satiesfied =2
treatment,4.0,DFT point manager of milk collector Not Satiesfied =1
treatment,4.0,Quality of the products you purchase from KU input Shop Highly 4
treatment,4.0,Quality of the products you purchase from KU inpur Shop 3
treatment,4.0,Quality of the products you purchase from KU inpur Shop 2
treatment,4.0,Quality of the products you purchase from KU inpur Shop 1
treatment,4.0,Quality of the service you purchase from KU inpur shop 4
treatment,4.0,Quality of the service you purchase from KU inpur shop 3
treatment,4.0,Quality of the service you purchase from KU inpur shop 2
treatment,4.0,Quality of the service you purchase from KU inpur shop 1
treatment,4.0,Others Highly Satiesfied 4
treatment,4.0,Others Satiesfied 3
treatment,4.0,Others Moderately Satiesfied 2
treatment,4.0,Others Not Satiesfied 1
treatment,4.0,What products/services do you expect from KU shop?
treatment,4.0,What type effective action taken by Fls for group development
treatment,4.0,How are the decission taken in the group?
treatment,4.0,Level of satiesfaction of Fls activities?
treatment,4.0,Do you own any Cattle
treatment,4.0,Did you get ownership of cow after joining SDVC
treatment,4.0,How did you get the ownership of cow?
treatment,4.0,Did you earned any income during last 6 months?
treatment,4.0,Income from own cattle Taka
treatment,4.0,Income from any other income source Taka
treatment,4.0,Who Makes Decisions for Spend the money you earned? Self =1
treatment,4.0,Who Makes Decisions for Spend the money you earned?  Husband =2
treatment,4.0,Who Makes Decisions for Spend the money you earned? Jointly =3
treatment,4.0,WhoMakesDecisionsForSpendingMoney Other Male Member =4
treatment,4.0,WhoMakesDecisionsForSpendingMoney Other Female Member = 5
treatment,4.0,Who makes Decision for Use the Milk Sales Income Self=1
treatment,4.0,Who makes Decision for Use the Milk Sales Income Husband=2
treatment,4.0,Who makes Decision for Use the Milk Sales Income Jointly=3
treatment,4.0,Who makes Decision for Use the Milk Sales Income Other Male =4
treatment,4.0,Who makes Decision for Use the Milk Sales Income Other Female =5
treatment,4.0,Attended group meetings within the village Do you have to take p
treatment,4.0,Attended group meetings within the village If Yes From whom
treatment,4.0,Attend meetings at a distant place Do you have to take Permissio
treatment,4.0,Attend meetings at a distant place If Yes from Whom
treatment,4.0,Travel to distant place in general like visit to relativesHse Do
treatment,4.0,Travel to distant place in general like visit to relativesHse If
treatment,4.0,Does your husband help you in your day to day Household Activiti
treatment,4.0,Cattle Grazing
treatment,4.0,Cattle Feeding
treatment,4.0,Cattle Wash
treatment,4.0,Grass Collection
treatment,4.0,Milking
treatment,4.0,Child Teaching
treatment,4.0,Feed the Children
treatment,4.0,Wash the Children
treatment,4.0,Cooking
treatment,4.0,Home arrangement
treatment,4.0,House Clearing
treatment,4.0,Others (Specify)
treatment,4.0,Do you face any obstruction from your family for own income
treatment,4.0,Asset purchase of your own
treatment,4.0,Income Generating Activities at Home
treatment,4.0,Income Generating Activities outside at Home
treatment,4.0,Own asset sales
treatment,4.0,Spend own asset
treatment,4.0,Attend meeting/training at distant place
treatment,4.0,Overall Comments
treatment,4.0,Remarks
treatment,4.0,Have any assets been purchased with money you have earnedlast 6
treatment,4.0,Asset 1: Name of the Asset
treatment,4.0,Asset 1: Who Made decission to buy this assets
treatment,4.0,Asset 1: Who control this asset
treatment,4.0,Asset 2: Name of the Asset
treatment,4.0,Asset 2:Who made decission to buy this assets
treatment,4.0,Asset 2: Who Control this asset
treatment,4.0,Asset 3: Name of the Asset
treatment,4.0,Asset 3: Who made decission to buy this asset
treatment,4.0,Asset 3: Who control this asset
treatment,4.0,Asset 4: Name of the asset
treatment,4.0,Asset 4: Who made decission to buy this asset
treatment,4.0,Asset 4: Who control this asset
cows,4.0,Serial No
cows,4.0,DEO SL
cows,4.0,COW SL
cows,4.0,Cow Identity
cows,4.0,Bread of Cow
cows,4.0,Type of Cow
cows,4.0,Value of Cow in BDT
cows,4.0,Daily Production of Cow
cows,4.0,Last Calving Date
cows,4.0,No of Calving
treatment,5.0,DEO ID
treatment,5.0,Producer ID
treatment,5.0,1.1 Respondents Name
treatment,5.0,1.2 Location
treatment,5.0,1.3 Para
treatment,5.0,1.4 Village
treatment,5.0,1.5 Union
treatment,5.0,1.6 Thana
treatment,5.0,1.7 District
treatment,5.0,1.8 Household Type
treatment,5.0,My Name Is
treatment,5.0,1.9 Interviewer Name
treatment,5.0,Interviewer ID
treatment,5.0,1.10 Supervisor Name
treatment,5.0,Supervisor ID
treatment,5.0,1.11 Date of Interview
treatment,5.0,2.1 Sex of the Respondent
treatment,5.0,2.2 Occupation Primary
treatment,5.0,2.2 Occupation Secondary
treatment,5.0,2.3 Age of Respondent
treatment,5.0,2.4 Respondent's Education
treatment,5.0,2.5 Marital Status of the Respondent
treatment,5.0,2.6 No of the Family Members (Total)
treatment,5.0,Men Below 5 Years
treatment,5.0,Men 5-18 Years
treatment,5.0,Men 18-64 Years
treatment,5.0,Men 64 Years Above
treatment,5.0,Women Below 5 years
treatment,5.0,Women 5-18 years
treatment,5.0,Women 18-64 years
treatment,5.0,Women 64 years above
treatment,5.0,2.7 Name of the Household Head
treatment,5.0,2.8 Relationship with Household Head
treatment,5.0,2.9 Are you SDVC group Member?
treatment,5.0,2.10 What is your group name?
treatment,5.0,2.11 Position in group
treatment,5.0,Total Comsumption (Ltr)
treatment,5.0,Total Free Distribution (Ltr)
treatment,5.0,Neighbours
treatment,5.0,Collection Point
treatment,5.0,Milk Collector
treatment,5.0,Open Market
treatment,5.0,Sweetmeat/Tea Stall
treatment,5.0,Direct to Company
treatment,5.0,Yesterday total spoilage(Ltr)
treatment,5.0,Yesterday total Income from milk sale
treatment,5.0,3/3 Within your household who given priority to consumed milk
treatment,5.0,3/4 Why s/he was given priority to consumed milk?
treatment,5.0,3/5 How Many Members consumed Milk
treatment,5.0,4/1 Are you Cultivating fodder?
treatment,5.0,4/1/1 If Yes Cultivated land (Dec)
treatment,5.0,4/1/2 Which type of fodder you cultivating?
treatment,5.0,4/2 Do you feed green grass to your Cow?
treatment,5.0,4/3 Source of Grass
treatment,5.0,4/4 How many vaccines should be given for cattle
treatment,5.0,4/5 Which vaccines have you given to your cattle ?
treatment,5.0,4/6 Have you dewormed your cattle in the last 6 months?
treatment,5.0,4/7 What are the drinking water sources for your cattle?
treatment,5.0,4/8 Do you wash your cattle?
treatment,5.0,4/8/1  If Not why?
treatment,5.0,4/8/1/2  If yes how often?
treatment,5.0,4/9 Measurement taken for bio security
treatment,5.0,4/10/1 Cow rearing
treatment,5.0,4/10/2 Feed Practice
treatment,5.0,4/10/3 Milking the cow
treatment,5.0,4/10/4 Milk selling
treatment,5.0,4/10/5 Vaccination
treatment,5.0,4/11/1 Cattle Purchase
treatment,5.0,4/11/2 Cattle Sales
treatment,5.0,4/11/3 Where to sale milk
treatment,5.0,4/11/4 Where to purchase food
treatment,5.0,4/11/5 From where vaccination taken
treatment,5.0,4/12 Do you wash your hans before milking
treatment,5.0,4/12/1 If Yes How?
treatment,5.0,4/13 Do you wash your milking pot?
treatment,5.0,4/13/1 If yes How?
treatment,5.0,4/14 Do you wash under & teat before milking
treatment,5.0,4/14/1 If yes How?
treatment,5.0,4/15 Do you use anything on the under & teat during milking?
treatment,5.0,4/15/1 If yes what?
treatment,5.0,4/16 How do you feed cows?
treatment,5.0,4/17 Where do you dispose cowdung?
treatment,5.0,4/18  What do you do with cowdung?
treatment,5.0,4/19 Income from cowdung sold during last 6 months
treatment,5.0,5/1 What types of cattle feeds are there?
treatment,5.0,5/2 Which type of feed increase the milk fat%
treatment,5.0,5/3 Mention the name of a few hybrid fodders
treatment,5.0,5/4 Mention the name of few concentrated feeds
treatment,5.0,5/5 What should be the condition of cow shed?
treatment,5.0,5/6 Which type of cattle should get vaccinated?
treatment,5.0,5/7 What are the symptoms of worm affected cattle?
treatment,5.0,5/8 In which interval should de-worming should be done?
treatment,5.0,5/9 How long after heat detectionis the best time for AI?
treatment,5.0,5/10 What are the advantages of AI?
treatment,5.0,5 Total Score
treatment,5.0,6/1 Proper ventilation system is available in cow shed
treatment,5.0,6/2 Cleanliness of the floor of cow shed
treatment,5.0,6/3 There is proper slopping of the floor to the drain
treatment,5.0,6/4 There is a disposal place for cow dung
treatment,5.0,6/5 Cleanliness of the milking place
treatment,5.0,6 Total Score
treatment,5.0,7/1 Do you own any Cattle
treatment,5.0,7/2 Did you get ownership of cow after joining SDVC
treatment,5.0,7/3 How did you get the ownership of cow?
treatment,5.0,7/4 Have you earned any income during last 6 months?
treatment,5.0,7/4/1 If yes what was the income in last 6 months
treatment,5.0,7/5 Have you had any other income income during last 6 months?
treatment,5.0,7/5/1 If yes what was the income
treatment,5.0,7/6 Who makes decisions for spend the money?
treatment,5.0,7/7 Who makes decision for use the milk sales income?
treatment,5.0,7/8 Have any asset been purchased with money you have earned
treatment,5.0,Asset 1: Name of the Asset
treatment,5.0,Asset 1: Who Made decission to buy this assets
treatment,5.0,Asset 1: Who control this asset
treatment,5.0,Asset 2: Name of the Asset
treatment,5.0,Asset 2:Who made decission to buy this assets
treatment,5.0,Asset 2: Who Control this asset
treatment,5.0,Asset 3: Name of the Asset
treatment,5.0,Asset 3: Who made decission to buy this asset
treatment,5.0,Asset 3: Who control this asset
treatment,5.0,Asset 4: Name of the asset
treatment,5.0,Asset 4: Who made decission to buy this asset
treatment,5.0,Asset 4: Who control this asset
treatment,5.0,Asset 5: Name of the asset
treatment,5.0,Asset 5: Who made decission to buy this asset
treatment,5.0,Asset 5: Who control this asset
treatment,5.0,7/9/1Attended group meetings within the village Need Permission?
treatment,5.0,7/9/1 If Yes From whom?
treatment,5.0,7/9/2 Attend meetings at a distant place Need Permission?
treatment,5.0,7/9/2 If Yes from Whom?
treatment,5.0,7/9/3 Travel to distant place Do you have to take permission?
treatment,5.0,7/9/3 If Yes From Home?
treatment,5.0,7/10 Does your husband help you in your daily Household wrok?
treatment,5.0,Cattle Grazing
treatment,5.0,Cattle Feeding
treatment,5.0,Cattle Wash
treatment,5.0,Milking
treatment,5.0,Grass Collection
treatment,5.0,Child Teaching
treatment,5.0,Feed the Children
treatment,5.0,Wash the Children
treatment,5.0,Cooking
treatment,5.0,Home arrangement
treatment,5.0,House Clearing
treatment,5.0,Others (Specify)
treatment,5.0,7/11 Do you face any obstruction from your family for own income
treatment,5.0,Asset purchase of your own
treatment,5.0,Income Generating Activities at Home
treatment,5.0,Income Generating Activities outside at Home
treatment,5.0,Own asset sales
treatment,5.0,Spend own asset
treatment,5.0,Attend meeting/training at distant place
treatment,5.0,Amount Rice Bran (kg)
treatment,5.0,Unit Rice Bran
treatment,5.0,Source Rice Bran
treatment,5.0,Taka Rice Bran
treatment,5.0,Amount Wheat Bran (kg)
treatment,5.0,Unit Wheat Bran
treatment,5.0,Source Wheat Bran
treatment,5.0,Taka Wheat Bran
treatment,5.0,Amount Pulse Husk (kg)
treatment,5.0,Unit Pulse Husk
treatment,5.0,Source Pulse Husk
treatment,5.0,Taka Pulse Husk
treatment,5.0,Amount Broken Rice (kg)
treatment,5.0,Unit Broken Rice
treatment,5.0,Source Broken Rice
treatment,5.0,Taka Broken Rice
treatment,5.0,Amount Molasess (kg)
treatment,5.0,Unit Molasess
treatment,5.0,Source Molasess
treatment,5.0,Taka Molasess
treatment,5.0,Amount Broken Maize (kg)
treatment,5.0,Unit Broken Maize
treatment,5.0,Source Broken Maize
treatment,5.0,Taka Broken Maize
treatment,5.0,Amount Coconut Oil Cake (kg)
treatment,5.0,Unit Coconut Oil Cake
treatment,5.0,Source Coconut Oil Cake
treatment,5.0,Taka Coconut Oil Cake
treatment,5.0,Amount Mustard Oil Cake (kg)
treatment,5.0,Unit Mustard Oil Cake
treatment,5.0,Source Mustard Oil Cake
treatment,5.0,Taka Mustard Oil Cake
treatment,5.0,Amount Mineral Mix (kg)
treatment,5.0,Unit Mineral Mix
treatment,5.0,Source Mineral Mix
treatment,5.0,Taka Mineral Mix
treatment,5.0,Amount DCP (kg)
treatment,5.0,Unit DCP
treatment,5.0,Source DCP
treatment,5.0,Taka DCP
treatment,5.0,Amount Straw (kg)
treatment,5.0,Unit Straw
treatment,5.0,Source Straw
treatment,5.0,Taka Straw
treatment,5.0,Amount Green Grass (kg)
treatment,5.0,Unit Green Grass
treatment,5.0,Source Green Grass
treatment,5.0,Taka Green Grass
treatment,5.0,Amount Ready Feed (kg)
treatment,5.0,Unit Ready Feed
treatment,5.0,Source Ready Feed
treatment,5.0,Taka Ready Feed
treatment,5.0,Amount Total (kg)
treatment,5.0,Taka Total
treatment,5.0,Affected by disease? Yes or No(2)
treatment,5.0,Affected by disease? What Did you do  (3)
treatment,5.0,Affected by disease? Who provide treatment (4)
treatment,5.0,Affected by disease? Who sugested? (5)
treatment,5.0,Affected by disease? Fee (6)
treatment,5.0,Affected by disease? Diagnosis (7)
treatment,5.0,Affected by disease? Medicine (8)
treatment,5.0,Affected by disease? Total (9)
treatment,5.0,Vaccinated? Yes or No (2)
treatment,5.0,Vaccinated? Who provide treatment (4)
treatment,5.0,Vaccinated? Who sugested? (5)
treatment,5.0,Vaccinated? Fee (6)
treatment,5.0,Vaccinated? Diagnosis (7)
treatment,5.0,Vaccinated? Vaccine (8)
treatment,5.0,Vaccinated? Total (9)
treatment,5.0,Dewormed? Yes or No (2)
treatment,5.0,Dewormed? Who provide treatment (4)
treatment,5.0,Dewormed? Who sugested? (5)
treatment,5.0,Dewormed? Fee (6)
treatment,5.0,Dewormed? Diagnosis (7)
treatment,5.0,Dewormed? Vaccine (8)
treatment,5.0,Dewormed? Total (9)
treatment,5.0,Provided AI Yes or No (2)
treatment,5.0,Provided AI Who provide Services (4)
treatment,5.0,Provided AI Total  (9)
treatment,5.0,Provided NI Yes or No (2)
treatment,5.0,Provided NI Who provide Services (4)
treatment,5.0,Provided NI Total (9)
treatment,5.0,Total Expenditure
treatment,5.0,10/1 Did You purchase any cattle? (Last 6 months)
treatment,5.0,10/1/1 If yes how many
treatment,5.0,10/1/2 What type of cattle purchased?
treatment,5.0,10/1/3 Breed type
treatment,5.0,10/2 Did you sell any cattle? (Last 6 months)
treatment,5.0,10/2/1 If yes how many?
treatment,5.0,10/2/2 What type of cattle?
treatment,5.0,10/2/3 If yes Why sold?
treatment,5.0,10/3 Did you sell any calf? (Last 6 months)
treatment,5.0,10/3/1 If Yes how many?
treatment,5.0,SL 1
treatment,5.0,Calf Identification 1
treatment,5.0,Breed 1
treatment,5.0,Sex 1
treatment,5.0,Selling Price 1
treatment,5.0,Selling Month 1
treatment,5.0,SL 2
treatment,5.0,Calf Identification 2
treatment,5.0,Breed 2
treatment,5.0,Sex 2
treatment,5.0,Selling Price 2
treatment,5.0,Selling Month 2
treatment,5.0,SL 3
treatment,5.0,Calf Identification 3
treatment,5.0,Breed 3
treatment,5.0,Sex 3
treatment,5.0,Selling Price 3
treatment,5.0,Selling Month 3
treatment,5.0,Total Selling Price
treatment,5.0,10/4 Did any calf born last 6 months?
treatment,5.0,10/4/1 If yes how many cow was born?
treatment,5.0,10/5 How long was the dry period?
treatment,5.0,10/6 Did any cattle die during last 6 months?
treatment,5.0,10/6/1 If yes how many?
treatment,5.0,10/6/2 What was the cause of death? Cow
treatment,5.0,10/6/2 What was the cause of death? Calve
treatment,5.0,10/6/3 Type of death cattle
treatment,5.0,"10/6/4 If Calf, Sex?"
treatment,5.0,10/6/5 What did you do with dead cattle?
treatment,5.0,10/7 How did you bear the dairy related expenses?
treatment,5.0,"10/7/1 If receive any loan, how much was it (tk)?"
treatment,5.0,10/7/2 What was the loan Source?
treatment,5.0,10/8 Do you haveany plan to get a loan?
treatment,5.0,"10/8/1 If yes, from where will you get it?"
treatment,5.0,11/1 What types of vet Doctor provide services to your cattle?
treatment,5.0,11/2 How many times has the vet Doctor visited in your farm?
treatment,5.0,11/3 Knowledge Level of the vet  Doctor?
treatment,5.0,11/4  Skill Level of the vet Doctor?
treatment,5.0,11/5 Responsiveness of that vet Doctor when called?
treatment,5.0,11/6 Range of Fee received?
treatment,5.0,11/7 Does the vet Doctor provide prescription?
treatment,5.0,11/8 Are you satisfied with the service of the vet Doctor?
treatment,5.0,11/8/1 Explain Your Comments
treatment,5.0,12/1 Where do you sell milk in general?
treatment,5.0,12/2 Where do you sell milk most often
treatment,5.0,12/3 Why do you choose to sell milk here?
treatment,5.0,"12/4 If not selling milk to DFT, why not sale?"
treatment,5.0,12/5 Level of Satisfaction with DFT point’s
treatment,5.0,12/6 Are you satisfied with the methods of measurement
treatment,5.0,"12/6/1 If no, describe why?"
treatment,5.0,12/7 Do you think the milk sales transactions are fair?
treatment,5.0,12/7/1 If No describe
treatment,5.0,12/8 Mainly who receives payment from milk sales?
treatment,5.0,12/9 What more services do you expect from DFT?
treatment,5.0,13/1 Where do you purchase your inputs?
treatment,5.0,13/2 How often have you gone to the KU input shop?
treatment,5.0,13/3 How would you rate the quality of the products?
treatment,5.0,13/4 How would you rate the quality of the service?
treatment,5.0,14/1 Have you observed any change in the dairy
treatment,5.0,"14/1/1 If yes, what are they?"
treatment,5.0,14/1/2 What are the reasons for these changes?
treatment,5.0,14/2 Is there any organization working here?
treatment,5.0,"14/2/1 If yes, what activities"
treatment,5.0,15/1 What type effective action taken by FLs
treatment,5.0,15/2 How are the decisions taken in the group?
treatment,5.0,15/3 Level of satisfaction of FLs activities?
treatment,5.0,15/4 What do you think
treatment,5.0,15/4/1 Describe
treatment,5.0,16 Overall comments of Surveyor
cows,5.0,DEO ID
cows,5.0,Serial No
cows,5.0,COW SL
cows,5.0,Cow Identity
cows,5.0,Bread of Cow
cows,5.0,Type of Cow
cows,5.0,Value of Cow in BDT
cows,5.0,Daily Production of Cow
cows,5.0,Last Calving Date
cows,5.0,No of Calve
control,5.0,DEO ID
control,5.0,Producer ID
control,5.0,1 Respondents Name
control,5.0,2 Location
control,5.0,3 Para
control,5.0,4 Village
control,5.0,5 Union
control,5.0,6 Thana
control,5.0,7 District
control,5.0,8 Household Type
control,5.0,My Name Is
control,5.0,9 Interviewer Name
control,5.0,Interviewer ID
control,5.0,10 Supervisor Name
control,5.0,Supervisor ID
control,5.0,11 Date of Interview
control,5.0,1 Sex of the Respondent
control,5.0,2 Occupation Primary
control,5.0,2 Occupation Secondary
control,5.0,3 Age of Respondent
control,5.0,4 Respondent's Education
control,5.0,5 Marital Status of the Respondent
control,5.0,6 No of the Family Nennbers (Total)
control,5.0,Men Below 5 Years
control,5.0,Men 5-18 Years
control,5.0,Men 18-64 Years
control,5.0,Men 64 Years Above
control,5.0,Women Below 5 years
control,5.0,Women 5-18 years
control,5.0,Women 18-64 years
control,5.0,Women 64 years above
control,5.0,7 Name of the Household Head
control,5.0,8 Relationship with Household Head
control,5.0,9 Are you SDVC group Member?
control,5.0,10 What is your group name?
control,5.0,11 Position in group
control,5.0,Total Comsumption (Ltr)
control,5.0,Total Free Distribution (Ltr)
control,5.0,Neighbours
control,5.0,Collection Point
control,5.0,Milk Collector
control,5.0,Open Market
control,5.0,Sweetmeat/Tea Stall
control,5.0,Direct to Company
control,5.0,Yesterday total spoilage(Ltr)
control,5.0,Yesterday total Income from milk sale
control,5.0,3/3 Within your household who given priority to consumed milk
control,5.0,3/4 Why s/he was given priority to consumed milk?
control,5.0,3/5 How Many Members consumed Milk
control,5.0,4/1 Are you Cultivating fodder?
control,5.0,4/1/1 If Yes Cultivated land (Dec)
control,5.0,4/1/2 Which type of fodder you cultivating?
control,5.0,4/2 Do you feed green grass to your Cow?
control,5.0,4/3 Source of Grass
control,5.0,4/4 How many vaccines should be given for cattle
control,5.0,4/5 Which vaccines have you given to your cattle ?
control,5.0,4/6 Have you dewormed your cattle in the last 6 months?
control,5.0,4/7 What are the drinking water sources for your cattle?
control,5.0,4/8 Do you wash your cattle?
control,5.0,4/8/1  If Not why?
control,5.0,4/8/1/2  If yes how often?
control,5.0,4/9 Measurement taken for bio security
control,5.0,4/10/1 Cow rearing
control,5.0,4/10/2 Feed Practice
control,5.0,4/10/3 Milking the cow
control,5.0,4/10/4 Milk selling
control,5.0,4/10/5 Vaccination
control,5.0,4/11/1 Cattle Purchase
control,5.0,4/11/2 Cattle Sales
control,5.0,4/11/3 Where to sale milk
control,5.0,4/11/4 Where to purchase food
control,5.0,4/11/5 From where vaccination taken
control,5.0,4/12 Do you wash your hans before milking
control,5.0,4/12/1 If Yes How?
control,5.0,4/13 Do you wash your milking pot?
control,5.0,4/13/1 If yes How?
control,5.0,4/14 Do you wash under & teat before milking
control,5.0,4/14/1 If yes How?
control,5.0,4/15 Do you use anything on the under & teat during milking?
control,5.0,4/15/1 If yes what?
control,5.0,4/16 How do you feed cows?
control,5.0,4/17 Where do you dispose cowdung?
control,5.0,4/18  What do you do with cowdung?
control,5.0,4/19 Income from cowdung sold during last 6 months
control,5.0,5/1 What types of cattle feeds are there?
control,5.0,5/2 Which type of feed increase the milk fat%
control,5.0,5/3 Mention the name of a few hybrid fodders
control,5.0,5/4 Mention the name of few concentrated feeds
control,5.0,5/5 What should be the condition of cow shed?
control,5.0,5/6 Which type of cattle should get vaccinated?
control,5.0,5/7 What are the symptoms of worm affected cattle?
control,5.0,5/8 In which interval should de-worming should be done?
control,5.0,5/9 How long after heat detectionis the best time for AI?
control,5.0,5/10 What are the advantages of AI?
control,5.0,5 Total Score
control,5.0,6/1 Proper ventilation system is available in cow shed
control,5.0,6/2 Cleanliness of the floor of cow shed
control,5.0,6/3 There is proper slopping of the floor to the drain
control,5.0,6/4 There is a disposal place for cow dung
control,5.0,6/5 Cleanliness of the milking place
control,5.0,6 Total Score
control,5.0,7/1 Do you own any Cattle
control,5.0,7/2 Did you get ownership of cow after joining SDVC
control,5.0,7/3 How did you get the ownership of cow?
control,5.0,7/4 Have you earned any income during last 6 months?
control,5.0,7/4/1 If yes what was the income in last 6 months
control,5.0,7/5 Have you had any other income income during last 6 months?
control,5.0,7/5/1 If yes what was the income
control,5.0,7/6 Who makes decisions for spend the money?
control,5.0,7/7 Who makes decision for use the milk sales income?
control,5.0,7/8 Have any asset been purchased with money you have earned
control,5.0,Asset 1: Name of the Asset
control,5.0,Asset 1: Who Made decission to buy this assets
control,5.0,Asset 1: Who control this asset
control,5.0,Asset 2: Name of the Asset
control,5.0,Asset 2:Who made decission to buy this assets
control,5.0,Asset 2: Who Control this asset
control,5.0,Asset 3: Name of the Asset
control,5.0,Asset 3: Who made decission to buy this asset
control,5.0,Asset 3: Who control this asset
control,5.0,Asset 4: Name of the asset
control,5.0,Asset 4: Who made decission to buy this asset
control,5.0,Asset 4: Who control this asset
control,5.0,Asset 5: Name of the asset
control,5.0,Asset 5: Who made decission to buy this asset
control,5.0,Asset 5: Who control this asset
control,5.0,7/9/1Attended group meetings within the village Need Permission?
control,5.0,7/9/1 If Yes From whom?
control,5.0,7/9/2 Attend meetings at a distant place Need Permission?
control,5.0,7/9/2 If Yes from Whom?
control,5.0,7/9/3 Travel to distant place Do you have to take permission?
control,5.0,7/9/3 If Yes From Home?
control,5.0,7/10 Does your husband help you in your daily Household wrok?
control,5.0,Cattle Grazing
control,5.0,Cattle Feeding
control,5.0,Cattle Wash
